FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187bdca2256_16ea,5334002,2072,Krugenofen
strassennamen.fid--3213a59_187bdca2256_16eb,5334002,2076,Lochnerstraße
strassennamen.fid--3213a59_187bdca2256_16ec,5334002,2078,Lothringerstraße
strassennamen.fid--3213a59_187bdca2256_16ed,5334002,2080,Ludwigsallee
strassennamen.fid--3213a59_187bdca2256_16ee,5334002,2082,Lütticher Straße
strassennamen.fid--3213a59_187bdca2256_16ef,5334002,2085,Luisenstraße
strassennamen.fid--3213a59_187bdca2256_16f0,5334002,2087,Maria-Theresia-Allee
strassennamen.fid--3213a59_187bdca2256_16f1,5334002,2089,Melatener Straße
strassennamen.fid--3213a59_187bdca2256_16f2,5334002,2091,Monschauer Straße
strassennamen.fid--3213a59_187bdca2256_16f3,5334002,2095,Ottostraße
strassennamen.fid--3213a59_187bdca2256_16f4,5334002,2097,Passstraße
strassennamen.fid--3213a59_187bdca2256_16f5,5334002,2099,Peliserkerstraße
strassennamen.fid--3213a59_187bdca2256_16f6,5334002,2101,Pontstraße
strassennamen.fid--3213a59_187bdca2256_16f7,5334002,2105,Reinhardstraße
strassennamen.fid--3213a59_187bdca2256_16f8,5334002,2107,Reumontstraße
strassennamen.fid--3213a59_187bdca2256_16f9,5334002,2109,Rochusstraße
strassennamen.fid--3213a59_187bdca2256_16fa,5334002,2111,Rolandstraße
strassennamen.fid--3213a59_187bdca2256_16fb,5334002,2115,Rudolfstraße
strassennamen.fid--3213a59_187bdca2256_16fc,5334002,2117,Sedanstraße
strassennamen.fid--3213a59_187bdca2256_16fd,5334002,2119,Stolberger Straße
strassennamen.fid--3213a59_187bdca2256_16fe,5334002,2121,Templergraben
strassennamen.fid--3213a59_187bdca2256_16ff,5334002,2123,Trierer Straße
strassennamen.fid--3213a59_187bdca2256_1700,5334002,2126,Turmstraße
strassennamen.fid--3213a59_187bdca2256_1701,5334002,2128,Turpinstraße
strassennamen.fid--3213a59_187bdca2256_1702,5334002,2130,Vaalser Straße
strassennamen.fid--3213a59_187bdca2256_1703,5334002,2132,Viktoriastraße
strassennamen.fid--3213a59_187bdca2256_1704,5334002,2135,Zeppelinstraße
strassennamen.fid--3213a59_187bdca2256_1705,5334002,2137,Pariser Ring
strassennamen.fid--3213a59_187bdca2256_1706,5334002,2141,An der Nikolauskirche
strassennamen.fid--3213a59_187bdca2256_1707,5334002,2147,Trautnerstraße
strassennamen.fid--3213a59_187bdca2256_1708,5334002,2148,Hoffmannallee
strassennamen.fid--3213a59_187bdca2256_1709,5334002,2201,Hexenberg
strassennamen.fid--3213a59_187bdca2256_170a,5334002,2202,Maastrichter Straße
strassennamen.fid--3213a59_187bdca2256_170b,5334002,2203,Merkesdellweg
strassennamen.fid--3213a59_187bdca2256_170c,5334002,2204,Stachelkreuzweg
strassennamen.fid--3213a59_187bdca2256_170d,5334002,2205,Dornbruchweg
strassennamen.fid--3213a59_187bdca2256_170e,5334002,2206,Brückchenweg
strassennamen.fid--3213a59_187bdca2256_170f,5334002,2207,Büfferweg
strassennamen.fid--3213a59_187bdca2256_1710,5334002,2208,Jacques-Königstein-Promenade
strassennamen.fid--3213a59_187bdca2256_1711,5334002,2209,Segnistraße
strassennamen.fid--3213a59_187bdca2256_1712,5334002,2210,Rahrfeldweg
strassennamen.fid--3213a59_187bdca2256_1713,5334002,2211,Siederstraße
strassennamen.fid--3213a59_187bdca2256_1714,5334002,2212,Wilmersdorfer Straße
strassennamen.fid--3213a59_187bdca2256_1715,5334002,2213,Lotharstraße
strassennamen.fid--3213a59_187bdca2256_1716,5334002,2214,Tempelhofer Straße
strassennamen.fid--3213a59_187bdca2256_1717,5334002,2215,Ritterstraße
strassennamen.fid--3213a59_187bdca2256_1718,5334002,2216,Herderstraße
strassennamen.fid--3213a59_187bdca2256_1719,5334002,2217,Monnetweg
strassennamen.fid--3213a59_187bdca2256_171a,5334002,2218,Lukasstraße
strassennamen.fid--3213a59_187bdca2256_171b,5334002,2219,Hermann-Heusch-Platz
strassennamen.fid--3213a59_187bdca2256_171c,5334002,2220,Emmi-Welter-Straße
strassennamen.fid--3213a59_187bdca2256_171d,5334002,2221,Madrider Ring
strassennamen.fid--3213a59_187bdca2256_171e,5334002,2222,Goldammerweg
strassennamen.fid--3213a59_187bdca2256_171f,5334002,2223,Wolfsschluchtweg
strassennamen.fid--3213a59_187bdca2256_1720,5334002,2224,Kuckhoffstraße
strassennamen.fid--3213a59_187bdca2256_1721,5334002,2225,Synagogenplatz
strassennamen.fid--3213a59_187bdca2256_1722,5334002,2226,Drei-Rosen-Winkel
strassennamen.fid--3213a59_187bdca2256_1723,5334002,2227,Brandenburgweg
strassennamen.fid--3213a59_187bdca2256_1724,5334002,2228,Philipsstraße
strassennamen.fid--3213a59_187bdca2256_1725,5334002,2229,Eckertweg
strassennamen.fid--3213a59_187bdca2256_1726,5334002,2230,Aachener-und-Münchener-Allee
strassennamen.fid--3213a59_187bdca2256_1727,5334002,2231,Mattschö-Moll-Weg
strassennamen.fid--3213a59_187bdca2256_1728,5334002,2232,Anton-Kurze-Allee
strassennamen.fid--3213a59_187bdca2256_1729,5334002,2233,Goffartstraße
strassennamen.fid--3213a59_187bdca2256_172a,5334002,2234,Professor-Beltz-Weg
strassennamen.fid--3213a59_187bdca2256_172b,5334002,2235,Johannes-Ernst-Platz
strassennamen.fid--3213a59_187bdca2256_172c,5334002,2236,Rudolf-Schwarz-Weg
strassennamen.fid--3213a59_187bdca2256_172d,5334002,2237,Willy-Brandt-Platz
strassennamen.fid--3213a59_187bdca2256_172e,5334002,2238,Bischof-Hemmerle-Weg
strassennamen.fid--3213a59_187bdca2256_172f,5334002,2239,Anna-Sittarz-Platz
strassennamen.fid--3213a59_187bdca2256_1730,5334002,2240,Ungarnplatz
strassennamen.fid--3213a59_187bdca2256_1731,5334002,2241,Bastogne City
strassennamen.fid--3213a59_187bdca2256_1732,5334002,2242,Elsternweg
strassennamen.fid--3213a59_187bdca2256_1733,5334002,2243,Heinrich-Hollands-Straße
strassennamen.fid--3213a59_187bdca2256_1734,5334002,2244,Hans-Stercken-Platz
strassennamen.fid--3213a59_187bdca2256_1735,5334002,2245,Hans-von-Reutlingen-Gasse
strassennamen.fid--3213a59_187bdca2256_1736,5334002,2246,Alter Posthof
strassennamen.fid--3213a59_187bdca2256_1737,5334002,2247,Johannes-Paul-II.-Straße
strassennamen.fid--3213a59_187bdca2256_1738,5334002,2248,An der Glashütte
strassennamen.fid--3213a59_187bdca2256_1739,5334002,2501,Arensgasse
strassennamen.fid--3213a59_187bdca2256_173a,5334002,2502,Rindsbergweg
strassennamen.fid--3213a59_187bdca2256_173b,5334002,2503,Am Forsthaus
strassennamen.fid--3213a59_187bdca2256_173c,5334002,2504,Sigsfeldstraße
strassennamen.fid--3213a59_187bdca2256_173d,5334002,2505,Am Hoerfeld
strassennamen.fid--3213a59_187bdca2256_173e,5334002,2506,Am Pannes
strassennamen.fid--3213a59_187bdca2256_173f,5334002,2507,Am Rollefer Berg
strassennamen.fid--3213a59_187bdca2256_1740,5334002,2509,Brander Heide
strassennamen.fid--3213a59_187bdca2256_1741,5334002,2510,Auf der Ell
strassennamen.fid--3213a59_187bdca2256_1742,5334002,2514,Birkenstraße
strassennamen.fid--3213a59_187bdca2256_1743,5334002,2515,Buchenheck
strassennamen.fid--3213a59_187bdca2256_1744,5334002,2516,Buschstraße
strassennamen.fid--3213a59_187bdca2256_1745,5334002,2517,Deltourserb
strassennamen.fid--3213a59_187bdca2256_1746,5334002,2518,Donatusstraße
strassennamen.fid--3213a59_187bdca2256_1747,5334002,2519,Dr.-Josef-Lamby-Straße
strassennamen.fid--3213a59_187bdca2256_1748,5334002,2520,Eckenerstraße
strassennamen.fid--3213a59_187bdca2256_1749,5334002,2521,Eilendorfer Straße
strassennamen.fid--3213a59_187bdca2256_174a,5334002,2522,Ellerstraße
strassennamen.fid--3213a59_187bdca2256_174b,5334002,2523,Erberichshofstraße
strassennamen.fid--3213a59_187bdca2256_174c,5334002,2524,Erftstraße
strassennamen.fid--3213a59_187bdca2256_174d,5334002,2525,Freunder Heideweg
strassennamen.fid--3213a59_187bdca2256_174e,5334002,2526,Röhrigstraße
strassennamen.fid--3213a59_187bdca2256_174f,5334002,2527,Goertzbrunnstraße
strassennamen.fid--3213a59_187bdca2256_1750,5334002,2528,Jackstraße
strassennamen.fid--3213a59_187bdca2256_1751,5334002,2529,Grachtstraße
strassennamen.fid--3213a59_187bdca2256_1752,5334002,2531,Heidestraße
strassennamen.fid--3213a59_187bdca2256_1753,5334002,2532,Hermann-Löns-Straße
strassennamen.fid--3213a59_187bdca2256_1754,5334002,2533,Hochstraße
strassennamen.fid--3213a59_187bdca2256_1755,5334002,2534,Hubertusweg
strassennamen.fid--3213a59_187bdca2256_1756,5334002,2535,Im Brander Feld
strassennamen.fid--3213a59_187bdca2256_1757,5334002,2536,Im Tannengrund
strassennamen.fid--3213a59_187bdca2256_1758,5334002,2537,Im Wiesengrund
strassennamen.fid--3213a59_187bdca2256_1759,5334002,2538,In den Heimstätten
strassennamen.fid--3213a59_187bdca2256_175a,5334002,2539,Jägerspfad
strassennamen.fid--3213a59_187bdca2256_175b,5334002,2540,Josefsallee
strassennamen.fid--3213a59_187bdca2256_175c,5334002,2542,Karl-Kuck-Straße
strassennamen.fid--3213a59_187bdca2256_175d,5334002,2543,Katzensteinweg
strassennamen.fid--3213a59_187bdca2256_175e,5334002,2544,Kirchheidstraße
strassennamen.fid--3213a59_187bdca2256_175f,5334002,2545,Donatusplatz
strassennamen.fid--3213a59_187bdca2256_1760,5334002,2546,Kleinbahnstraße
strassennamen.fid--3213a59_187bdca2256_1761,5334002,2547,Kolpingstraße
strassennamen.fid--3213a59_187bdca2256_1762,5334002,2548,Komericher Weg
strassennamen.fid--3213a59_187bdca2256_1763,5334002,2549,Krauthausener Straße
strassennamen.fid--3213a59_187bdca2256_1764,5334002,2550,Marktplatz
strassennamen.fid--3213a59_187bdca2256_1765,5334002,2551,Marktstraße
strassennamen.fid--3213a59_187bdca2256_1766,5334002,2553,Niederforstbacher Straße
strassennamen.fid--3213a59_187bdca2256_1767,5334002,2554,Nordstraße
strassennamen.fid--3213a59_187bdca2256_1768,5334002,2555,Pützgasse
strassennamen.fid--3213a59_187bdca2256_1769,5334002,2556,Richard-Wagner-Straße
strassennamen.fid--3213a59_187bdca2256_176a,5334002,2557,Ringstraße
strassennamen.fid--3213a59_187bdca2256_176b,5334002,2558,Rollefstraße
strassennamen.fid--3213a59_187bdca2256_176c,5334002,2559,Sebastianusweg
strassennamen.fid--3213a59_187bdca2256_176d,5334002,2560,Brahmsstraße
strassennamen.fid--3213a59_187bdca2256_176e,5334002,2561,Schroufstraße
strassennamen.fid--3213a59_187bdca2256_176f,5334002,2562,Rollefbachweg
strassennamen.fid--3213a59_187bdca2256_1770,5334002,2563,Freunder Landstraße
strassennamen.fid--3213a59_187bdca2256_1771,5334002,2566,Vennblick
strassennamen.fid--3213a59_187bdca2256_1772,5334002,2567,Vinzenzstraße
strassennamen.fid--3213a59_187bdca2256_1773,5334002,2568,Weiern
strassennamen.fid--3213a59_187bdca2256_1774,5334002,2569,Wendelinstraße
strassennamen.fid--3213a59_187bdca2256_1775,5334002,2570,Wolferskaul
strassennamen.fid--3213a59_187bdca2256_1776,5334002,2571,Zehntstraße
strassennamen.fid--3213a59_187bdca2256_1777,5334002,2572,Am Reulert
strassennamen.fid--3213a59_187bdca2256_1778,5334002,2573,Georgstraße
strassennamen.fid--3213a59_187bdca2256_1779,5334002,2574,Albert-Schweitzer-Straße
strassennamen.fid--3213a59_187bdca2256_177a,5334002,2575,Indeweg
strassennamen.fid--3213a59_187bdca2256_177b,5334002,2576,Am Finkenschlag
strassennamen.fid--3213a59_187bdca2256_177c,5334002,2577,Amselweg
strassennamen.fid--3213a59_187bdca2256_177d,5334002,2578,Am Tiergarten
strassennamen.fid--3213a59_187bdca2256_177e,5334002,2580,Benediktusstraße
strassennamen.fid--3213a59_187bdca2256_177f,5334002,2581,Drosselpfad
strassennamen.fid--3213a59_187bdca2256_1780,5334002,2582,Eschenallee
strassennamen.fid--3213a59_187bdca2256_1781,5334002,2583,Fuchspfad
strassennamen.fid--3213a59_187bdca2256_1782,5334002,2585,Hamsterweg
strassennamen.fid--3213a59_187bdca2256_1783,5334002,2587,Wolfsacker
strassennamen.fid--3213a59_187bdca2256_1784,5334002,2588,Eichelhäherweg
strassennamen.fid--3213a59_187bdca2256_1785,5334002,2590,Im Kollenbruch
strassennamen.fid--3213a59_187bdca2256_1786,5334002,2591,Im Krähenfeld
strassennamen.fid--3213a59_187bdca2256_1787,5334002,2592,Kitzenpfad
strassennamen.fid--3213a59_187bdca2256_1788,5334002,2594,Wirtzstraße
strassennamen.fid--3213a59_187bdca2256_1789,5334002,2595,Bonhoefferstraße
strassennamen.fid--3213a59_187bdca2256_178a,5334002,2596,Zehntweg
strassennamen.fid--3213a59_187bdca2256_178b,5334002,2597,Walkweg
strassennamen.fid--3213a59_187bdca2256_178c,5334002,2598,Starenweg
strassennamen.fid--3213a59_187bdca2256_178d,5334002,2601,Ulmenstraße
strassennamen.fid--3213a59_187bdca2256_178e,5334002,2602,Am Bach
strassennamen.fid--3213a59_187bdca2256_178f,5334002,2603,Am Bayerhaus
strassennamen.fid--3213a59_187bdca2256_1790,5334002,2604,Am Bongard
strassennamen.fid--3213a59_187bdca2256_1791,5334002,2606,Debyestraße
strassennamen.fid--3213a59_187bdca2256_1792,5334002,2607,Am Tunnel
strassennamen.fid--3213a59_187bdca2256_1793,5334002,2608,Urbanstraße
strassennamen.fid--3213a59_187bdca2256_1794,5334002,2610,Apolloniastraße
strassennamen.fid--3213a59_187bdca2256_1795,5334002,2612,Auf dem Foerbrich
strassennamen.fid--3213a59_187bdca2256_1796,5334002,2613,Auf dem Juch
strassennamen.fid--3213a59_187bdca2256_1797,5334002,2614,Hansmannstraße
strassennamen.fid--3213a59_187bdca2256_1798,5334002,2615,Birkstraße
strassennamen.fid--3213a59_187bdca2256_1799,5334002,2616,Brander Straße
strassennamen.fid--3213a59_187bdca2256_179a,5334002,2618,Brückstraße
strassennamen.fid--3213a59_187bdca2256_179b,5334002,2620,Bruchstraße
strassennamen.fid--3213a59_187bdca2256_179c,5334002,2623,Forster Straße
strassennamen.fid--3213a59_187bdca2256_179d,5334002,2625,Freunder Straße
strassennamen.fid--3213a59_187bdca2256_179e,5334002,2626,Friedrich-Wilhelm-Straße
strassennamen.fid--3213a59_187bdca2256_179f,5334002,2627,Galmeistraße
strassennamen.fid--3213a59_187bdca2256_17a0,5334002,2628,Grubenstraße
strassennamen.fid--3213a59_187bdca2256_17a1,5334002,2630,Gut Weide
strassennamen.fid--3213a59_187bdca2256_17a2,5334002,2633,Haarhofstraße
strassennamen.fid--3213a59_187bdca2256_17a3,5334002,2634,Halfendriesch
strassennamen.fid--3213a59_187bdca2256_17a4,5334002,2635,Heckstraße
strassennamen.fid--3213a59_187bdca2256_17a5,5334002,2636,Betzelterstraße
strassennamen.fid--3213a59_187bdca2256_17a6,5334002,2637,Herrenbergstraße
strassennamen.fid--3213a59_187bdca2256_17a7,5334002,2638,Kalkbergstraße
strassennamen.fid--3213a59_187bdca2256_17a8,5334002,2639,Im Ellerbruch
strassennamen.fid--3213a59_187bdca2256_17a9,5334002,2640,Johannesstraße
strassennamen.fid--3213a59_187bdca2256_17aa,5334002,2641,Josefstraße
strassennamen.fid--3213a59_187bdca2256_17ab,5334002,2642,Kaiserstraße
strassennamen.fid--3213a59_187bdca2256_17ac,5334002,2643,Apolloniaweg
strassennamen.fid--3213a59_187bdca2256_17ad,5334002,2644,Karlstraße
strassennamen.fid--3213a59_187bdca2256_17ae,5334002,2646,Kirchplatz
strassennamen.fid--3213a59_187bdca2256_17af,5334002,2647,Kirchfeldstraße
strassennamen.fid--3213a59_187bdca2256_17b0,5334002,2648,Kehrbrückstraße
strassennamen.fid--3213a59_187bdca2256_17b1,5334002,2649,Krebsstraße
strassennamen.fid--3213a59_187bdca2256_17b2,5334002,2650,Müselterweg
strassennamen.fid--3213a59_187bdca2256_17b3,5334002,2651,Lindenstraße
strassennamen.fid--3213a59_187bdca2256_17b4,5334002,2652,Marienstraße
strassennamen.fid--3213a59_187bdca2256_17b5,5334002,2653,Markusstraße
strassennamen.fid--3213a59_187bdca2256_17b6,5334002,2654,Moritz-Braun-Straße
strassennamen.fid--3213a59_187bdca2256_17b7,5334002,2655,Cäcilienstraße
strassennamen.fid--3213a59_187bdca2256_17b8,5334002,2656,Nirmer Platz
strassennamen.fid--3213a59_187bdca2256_17b9,5334002,2657,Neuenhofstraße
strassennamen.fid--3213a59_187bdca2256_17ba,5334002,2658,Rödgerbachstraße
strassennamen.fid--3213a59_187bdca2256_17bb,5334002,2659,Nirmer Straße
strassennamen.fid--3213a59_187bdca2256_17bc,5334002,2661,Halfenstraße
strassennamen.fid--3213a59_187bdca2256_17bd,5334002,2662,Schlackstraße
strassennamen.fid--3213a59_187bdca2256_17be,5334002,2663,Breitbendenstraße
strassennamen.fid--3213a59_187bdca2256_17bf,5334002,2664,Rödgener Straße
strassennamen.fid--3213a59_187bdca2256_17c0,5334002,2666,Schilderstraße
strassennamen.fid--3213a59_187bdca2256_17c1,5334002,2667,Kleebachstraße
strassennamen.fid--3213a59_187bdca2256_17c2,5334002,2668,Schulstraße
strassennamen.fid--3213a59_187bdca2256_17c3,5334002,2669,Severinstraße
strassennamen.fid--3213a59_187bdca2256_17c4,5334002,2670,Stapperstraße
strassennamen.fid--3213a59_187bdca2256_17c5,5334002,2671,Steinstraße
strassennamen.fid--3213a59_187bdca2256_17c6,5334002,2672,Kirchweidweg
strassennamen.fid--3213a59_187bdca2256_17c7,5334002,2673,Stollenweg
strassennamen.fid--3213a59_187bdca2256_17c8,5334002,2674,Von-Coels-Straße
strassennamen.fid--3213a59_187bdca2256_17c9,5334002,2675,Von-Stauffenberg-Straße
strassennamen.fid--3213a59_187bdca2256_17ca,5334002,2676,Wamichstraße
strassennamen.fid--3213a59_187bdca2256_17cb,5334002,2678,Suttnerstraße
strassennamen.fid--3213a59_187bdca2256_17cc,5334002,2680,Brühlstraße
strassennamen.fid--3213a59_187bdca2256_17cd,5334002,2685,Prunkweg
strassennamen.fid--3213a59_187bdca2256_17ce,5334002,2690,Auf Trimpersfeld
strassennamen.fid--3213a59_187bdca2256_17cf,5334002,2691,Kirchgässchen
strassennamen.fid--3213a59_187bdca2256_17d0,5334002,2692,Scheidmühlenweg
strassennamen.fid--3213a59_187bdca2256_17d1,5334002,2694,Johanneswinkel
strassennamen.fid--3213a59_187bdca2256_17d2,5334002,2695,Schubertstraße
strassennamen.fid--3213a59_187bdca2256_17d3,5334002,2696,Hahnweg
strassennamen.fid--3213a59_187bdca2256_17d4,5334002,2697,Zieglerstraße
strassennamen.fid--3213a59_187bdca2256_17d5,5334002,2702,Am Brombeerhang
strassennamen.fid--3213a59_187bdca2256_17d6,5334002,2703,Am Kreuz
strassennamen.fid--3213a59_187bdca2256_17d7,5334002,2704,Am Schlossteich
strassennamen.fid--3213a59_187bdca2256_17d8,5334002,2705,Am Schönauer Acker
strassennamen.fid--3213a59_187bdca2256_17d9,5334002,2706,Schönauer Bach
strassennamen.fid--3213a59_187bdca2256_17da,5334002,2707,Am Schönauer Hang
strassennamen.fid--3213a59_187bdca2256_17db,5334002,2708,Am Sonnenlehen
strassennamen.fid--3213a59_187bdca2256_17dc,5334002,2709,An der Vorburg
strassennamen.fid--3213a59_187bdca2256_17dd,5334002,2710,Auf der Schönauer Höhe
strassennamen.fid--3213a59_187bdca2256_17de,5334002,2711,Amstelbachstraße
strassennamen.fid--3213a59_187bdca2256_17df,5334002,2712,Banker-Feld-Straße
strassennamen.fid--3213a59_187bdca2256_17e0,5334002,2713,Berensberger Straße
strassennamen.fid--3213a59_187bdca2256_17e1,5334002,2714,Berensberger Winkel
strassennamen.fid--3213a59_187bdca2256_17e2,5334002,2715,Butzweide
strassennamen.fid--3213a59_187bdca2256_17e3,5334002,2716,Fassinstraße
strassennamen.fid--3213a59_187bdca2256_17e4,5334002,2717,Freiherrenstraße
strassennamen.fid--3213a59_187bdca2256_17e5,5334002,2718,Schreberstraße
strassennamen.fid--3213a59_187bdca2256_17e6,5334002,2719,Gierstraße
strassennamen.fid--3213a59_187bdca2256_17e7,5334002,2720,Pützdriesch
strassennamen.fid--3213a59_187bdca2256_17e8,5334002,2721,Grünenthal
strassennamen.fid--3213a59_187bdca2256_17e9,5334002,2722,Grünenthaler Straße
strassennamen.fid--3213a59_187bdca2256_17ea,5334002,2723,Dellstraße
strassennamen.fid--3213a59_187bdca2256_17eb,5334002,2724,Richtericher Straße
strassennamen.fid--3213a59_187bdca2256_17ec,5334002,2725,Hander Weg
strassennamen.fid--3213a59_187bdca2256_17ed,5334002,2726,Hasenwaldstraße
strassennamen.fid--3213a59_187bdca2256_17ee,5334002,2727,Siebweg
strassennamen.fid--3213a59_187bdca2256_17ef,5334002,2729,Elsenborn
strassennamen.fid--3213a59_187bdca2256_17f0,5334002,2730,Horbacher Straße
strassennamen.fid--3213a59_187bdca2256_17f1,5334002,2732,Im Erkfeld
strassennamen.fid--3213a59_187bdca2256_17f2,5334002,2733,In der Heide
strassennamen.fid--3213a59_187bdca2256_17f3,5334002,2734,In der Schönauer Aue
strassennamen.fid--3213a59_187bdca2256_17f4,5334002,2735,Josef-Ponten-Straße
strassennamen.fid--3213a59_187bdca2256_17f5,5334002,2738,Küppershofweg
strassennamen.fid--3213a59_187bdca2256_17f6,5334002,2739,Tittardsfeld
strassennamen.fid--3213a59_187bdca2256_17f7,5334002,2740,Martinusstraße
strassennamen.fid--3213a59_187bdca2256_17f8,5334002,2741,Parkstraße
strassennamen.fid--3213a59_187bdca2256_17f9,5334002,2742,Rathausplatz
strassennamen.fid--3213a59_187bdca2256_17fa,5334002,2746,Schloss-Schönau-Straße
strassennamen.fid--3213a59_187bdca2256_17fb,5334002,2747,Schönauer Allee
strassennamen.fid--3213a59_187bdca2256_17fc,5334002,2748,Schönauer Pfad
strassennamen.fid--3213a59_187bdca2256_17fd,5334002,2749,Uersfeld
strassennamen.fid--3213a59_187bdca2256_17fe,5334002,2750,Vetschauer Weg
strassennamen.fid--3213a59_187bdca2256_17ff,5334002,2751,Von-Broich-Straße
strassennamen.fid--3213a59_187bdca2256_1800,5334002,2752,Weinhauser Weid
strassennamen.fid--3213a59_187bdca2256_1801,5334002,2753,Weinweg
strassennamen.fid--3213a59_187bdca2256_1802,5334002,2754,Lehnsherrenstraße
strassennamen.fid--3213a59_187bdca2256_1803,5334002,2755,Bremenberg
strassennamen.fid--3213a59_187bdca2256_1804,5334002,2756,Forsterheider Straße
strassennamen.fid--3213a59_187bdca2256_1805,5334002,2757,Haus-Heyden-Straße
strassennamen.fid--3213a59_187bdca2256_1806,5334002,2760,Oberdorfstraße
strassennamen.fid--3213a59_187bdca2256_1807,5334002,2761,Rosenstraße
strassennamen.fid--3213a59_187bdca2256_1808,5334002,2762,Scherbstraße
strassennamen.fid--3213a59_187bdca2256_1809,5334002,2763,Katschenbruchstraße
strassennamen.fid--3213a59_187bdca2256_180a,5334002,2764,Wiesenweg
strassennamen.fid--3213a59_187bdca2256_180b,5334002,2765,Bückerhofer Weg
strassennamen.fid--3213a59_187bdca2256_180c,5334002,2766,Geuchter Weg
strassennamen.fid--3213a59_187bdca2256_180d,5334002,2773,Fischweiher
strassennamen.fid--3213a59_187bdca2256_180e,5334002,2774,Kohlweg
strassennamen.fid--3213a59_187bdca2256_180f,5334002,2775,Alter Heerler Weg
strassennamen.fid--3213a59_187bdca2256_1810,5334002,2776,Bocholtzer Weg
strassennamen.fid--3213a59_187bdca2256_1811,5334002,2777,Dicker-Busch-Weg
strassennamen.fid--3213a59_187bdca2256_1812,5334002,2778,Franzosenweg
strassennamen.fid--3213a59_187bdca2256_1813,5334002,2779,Frohnrather Feldweg
strassennamen.fid--3213a59_187bdca2256_1814,5334002,2780,Frohnrather Weg
strassennamen.fid--3213a59_187bdca2256_1815,5334002,2781,Geuchter Feldweg
strassennamen.fid--3213a59_187bdca2256_1816,5334002,2784,Heyder Feldweg
strassennamen.fid--3213a59_187bdca2256_1817,5334002,2785,Katzenpolsweg
strassennamen.fid--3213a59_187bdca2256_1818,5334002,2788,Pütz-Eich-Weg
strassennamen.fid--3213a59_187bdca2256_1819,5334002,2789,Schelmshager Weg
strassennamen.fid--3213a59_187bdca2256_181a,5334002,2790,Soreter Weg
strassennamen.fid--3213a59_187bdca2256_181b,5334002,2791,Steinkauler Weg
strassennamen.fid--3213a59_187bdca2256_181c,5334002,2792,Tute Patt
strassennamen.fid--3213a59_187bdca2256_181d,5334002,2793,Uersfelder Fußpfad
strassennamen.fid--3213a59_187bdca2256_181e,5334002,2795,Mühlenfeldweg
strassennamen.fid--3213a59_187bdca2256_181f,5334002,2797,Erkwiesenstraße
strassennamen.fid--3213a59_187bdca2256_1820,5334002,2801,Ahornweg
strassennamen.fid--3213a59_187bdca2256_1821,5334002,2802,Am Burgberg
strassennamen.fid--3213a59_187bdca2256_1822,5334002,2803,Am Haarberg
strassennamen.fid--3213a59_187bdca2256_1823,5334002,2804,Am Kaninsberg
strassennamen.fid--3213a59_187bdca2256_1824,5334002,2805,Am Mühlenteich
strassennamen.fid--3213a59_187bdca2256_1825,5334002,2806,Am Ravelsberg
strassennamen.fid--3213a59_187bdca2256_1826,5334002,2807,Am Rosengarten
strassennamen.fid--3213a59_187bdca2256_1827,5334002,2808,Auf Überhaaren
strassennamen.fid--3213a59_187bdca2256_1828,5334002,2809,Haarener Gracht
strassennamen.fid--3213a59_187bdca2256_1829,5334002,2810,Birkenweg
strassennamen.fid--3213a59_187bdca2256_182a,5334002,2811,Buschfeldweg
strassennamen.fid--3213a59_187bdca2256_182b,5334002,2812,Würselener Straße
strassennamen.fid--3213a59_187bdca2256_182c,5334002,2813,Eichenstraße
strassennamen.fid--3213a59_187bdca2256_182d,5334002,2814,Haarbachtalstraße
strassennamen.fid--3213a59_187bdca2256_182e,5334002,2815,Eibenweg
strassennamen.fid--3213a59_187bdca2256_182f,5334002,2816,Friedenstraße
strassennamen.fid--3213a59_187bdca2256_1830,5334002,2817,Hainbuchenweg
strassennamen.fid--3213a59_187bdca2256_1831,5334002,2818,Broichweidener Weg
strassennamen.fid--3213a59_187bdca2256_1832,5334002,2819,Alt-Haarener Straße
strassennamen.fid--3213a59_187bdca2256_1833,5334002,2820,Heidchenweg
strassennamen.fid--3213a59_187bdca2256_1834,5334002,2821,Heimstraße
strassennamen.fid--3213a59_187bdca2256_1835,5334002,2822,Hergelsmühlenweg
strassennamen.fid--3213a59_187bdca2256_1836,5334002,2823,Burghöhenweg
strassennamen.fid--3213a59_187bdca2256_1837,5334002,2824,Hofenburger Straße
strassennamen.fid--3213a59_187bdca2256_1838,5334002,2825,In den Atzenbenden
strassennamen.fid--3213a59_187bdca2256_1839,5334002,2826,Hofenbornstraße
strassennamen.fid--3213a59_187bdca2256_183a,5334002,2827,Germanusstraße
strassennamen.fid--3213a59_187bdca2256_183b,5334002,2828,Kirchweg
strassennamen.fid--3213a59_187bdca2256_183c,5334002,2829,Kochstraße
strassennamen.fid--3213a59_187bdca2256_183d,5334002,2830,Gärtnerstraße
strassennamen.fid--3213a59_187bdca2256_183e,5334002,2831,Kreuzstraße
strassennamen.fid--3213a59_187bdca2256_183f,5334002,2832,Laachgasse
strassennamen.fid--3213a59_187bdca2256_1840,5334002,2833,Lindenweg
strassennamen.fid--3213a59_187bdca2256_1841,5334002,2834,Bogenstraße
strassennamen.fid--3213a59_187bdca2256_1842,5334002,2835,Mühlenstraße
