FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187bdca2256_19a0,5334002,3488,Wolfsbendenstraße
strassennamen.fid--3213a59_187bdca2256_19a1,5334002,3489,Kaubendenstraße
strassennamen.fid--3213a59_187bdca2256_19a2,5334002,3490,Kellershaustraße
strassennamen.fid--3213a59_187bdca2256_19a3,5334002,3491,Lontzenweg
strassennamen.fid--3213a59_187bdca2256_19a4,5334002,3492,Pauwelsstraße
strassennamen.fid--3213a59_187bdca2256_19a5,5334002,3493,Am Gut Bau
strassennamen.fid--3213a59_187bdca2256_19a6,5334002,3494,Am Lütterbüschgen
strassennamen.fid--3213a59_187bdca2256_19a7,5334002,3495,Im Erb
strassennamen.fid--3213a59_187bdca2256_19a8,5334002,3496,Krauthausener Heide
strassennamen.fid--3213a59_187bdca2256_19a9,5334002,3497,Kullenhofwinkel
strassennamen.fid--3213a59_187bdca2256_19aa,5334002,3498,Paul-Gerhardt-Straße
strassennamen.fid--3213a59_187bdca2256_19ab,5334002,3499,Purweider Winkel
strassennamen.fid--3213a59_187bdca2256_19ac,5334002,3500,Schönauer Friede
strassennamen.fid--3213a59_187bdca2256_19ad,5334002,3501,Soerser Winkel
strassennamen.fid--3213a59_187bdca2256_19ae,5334002,3502,Buschweg
strassennamen.fid--3213a59_187bdca2256_19af,5334002,3503,Girlachsgraben
strassennamen.fid--3213a59_187bdca2256_19b0,5334002,3504,Bayersbusch
strassennamen.fid--3213a59_187bdca2256_19b1,5334002,3505,Buschbenden
strassennamen.fid--3213a59_187bdca2256_19b2,5334002,3506,Gringelsbach
strassennamen.fid--3213a59_187bdca2256_19b3,5334002,3507,Hirzenrott
strassennamen.fid--3213a59_187bdca2256_19b4,5334002,3508,Pascalstraße
strassennamen.fid--3213a59_187bdca2256_19b5,5334002,3509,Romerich
strassennamen.fid--3213a59_187bdca2256_19b6,5334002,3510,Toledoring
strassennamen.fid--3213a59_187bdca2256_19b7,5334002,3511,Rote Gasse
strassennamen.fid--3213a59_187bdca2256_19b8,5334002,3512,Vennbahnweg
strassennamen.fid--3213a59_187bdca2256_19b9,5334002,3513,Tuchmacherweg
strassennamen.fid--3213a59_187bdca2256_19ba,5334002,3514,Corrgasse
strassennamen.fid--3213a59_187bdca2256_19bb,5334002,3515,Severinusplatz
strassennamen.fid--3213a59_187bdca2256_19bc,5334002,3517,Neukellerweg
strassennamen.fid--3213a59_187bdca2256_19bd,5334002,3518,Zieglersteg
strassennamen.fid--3213a59_187bdca2256_19be,5334002,3519,Wilburgpfad
strassennamen.fid--3213a59_187bdca2256_19bf,5334002,3520,Philipp-Neri-Weg
strassennamen.fid--3213a59_187bdca2256_19c0,5334002,3521,Schwester-Sibylla-Weg
strassennamen.fid--3213a59_187bdca2256_19c1,5334002,3522,Franz-Pauly-Straße
strassennamen.fid--3213a59_187bdca2256_19c2,5334002,3523,Schönebergstraße
strassennamen.fid--3213a59_187bdca2256_19c3,5334002,3524,Am Schiefen Eck
strassennamen.fid--3213a59_187bdca2256_19c4,5334002,3525,Schlottfelder Winkel
strassennamen.fid--3213a59_187bdca2256_19c5,5334002,3526,Auf dem Knopp
strassennamen.fid--3213a59_187bdca2256_19c6,5334002,3527,Paul-Küpper-Platz
strassennamen.fid--3213a59_187bdca2256_19c7,5334002,3528,Reutershagwinkel
strassennamen.fid--3213a59_187bdca2256_19c8,5334002,3529,Wolferskaulwinkel
strassennamen.fid--3213a59_187bdca2256_19c9,5334002,3530,Heinrich-Thomas-Platz
strassennamen.fid--3213a59_187bdca2256_19ca,5334002,3531,Am Venskyhäuschen
strassennamen.fid--3213a59_187bdca2256_19cb,5334002,3532,Weißdornweg
strassennamen.fid--3213a59_187bdca2256_19cc,5334002,3533,Heinrich-Lehmann-Platz
strassennamen.fid--3213a59_187bdca2256_19cd,5334002,3534,Müselterwinkel
strassennamen.fid--3213a59_187bdca2256_19ce,5334002,3535,Heinrich-Heuser-Weg
strassennamen.fid--3213a59_187bdca2256_19cf,5334002,3536,Im Süsterfeld
strassennamen.fid--3213a59_187bdca2256_19d0,5334002,3537,Jean-Bremen-Straße
strassennamen.fid--3213a59_187bdca2256_19d1,5334002,3538,Lichtenbuscher Weg
strassennamen.fid--3213a59_187bdca2256_19d2,5334002,3539,Wilhelm-Grasmehr-Straße
strassennamen.fid--3213a59_187bdca2256_19d3,5334002,3540,Am Alten Wasserwerk
strassennamen.fid--3213a59_187bdca2256_19d4,5334002,3541,Schurzelter Winkel
strassennamen.fid--3213a59_187bdca2256_19d5,5334002,3542,Laurentiushang
strassennamen.fid--3213a59_187bdca2256_19d6,5334002,3543,Schwester-Zita-Weg
strassennamen.fid--3213a59_187bdca2256_19d7,5334002,3544,Hans-Haase-Weg
strassennamen.fid--3213a59_187bdca2256_19d8,5334002,3545,An der Ölmühle
strassennamen.fid--3213a59_187bdca2256_19d9,5334002,3546,Avantisallee
strassennamen.fid--3213a59_187bdca2256_19da,5334002,3547,Forum
strassennamen.fid--3213a59_187bdca2256_19db,5334002,3550,Bohr
strassennamen.fid--3213a59_187bdca2256_19dc,5334002,3551,Cavendish
strassennamen.fid--3213a59_187bdca2256_19dd,5334002,3552,Diesel
strassennamen.fid--3213a59_187bdca2256_19de,5334002,3554,Fourier
strassennamen.fid--3213a59_187bdca2256_19df,5334002,3557,Galvani
strassennamen.fid--3213a59_187bdca2256_19e0,5334002,3559,Huygens
strassennamen.fid--3213a59_187bdca2256_19e1,5334002,3576,Rutherford
strassennamen.fid--3213a59_187bdca2256_19e2,5334002,3577,Ramsay
strassennamen.fid--3213a59_187bdca2256_19e3,5334002,3578,Snellius
strassennamen.fid--3213a59_187bdca2256_19e4,5334002,3583,Auf der Wildnis
strassennamen.fid--3213a59_187bdca2256_19e5,5334002,3584,Sandkull
strassennamen.fid--3213a59_187bdca2256_19e6,5334002,3585,Ulmenallee
strassennamen.fid--3213a59_187bdca2256_19e7,5334002,3586,Benno-Levy-Weg
strassennamen.fid--3213a59_187bdca2256_19e8,5334002,3587,Im Husebruch
strassennamen.fid--3213a59_187bdca2256_19e9,5334002,3588,Cockerillpark
strassennamen.fid--3213a59_187bdca2256_19ea,5334002,3589,An der Wurm
strassennamen.fid--3213a59_187bdca2256_19eb,5334002,3590,Am Gastes
strassennamen.fid--3213a59_187bdca2256_19ec,5334002,3591,Nirmer Weg
strassennamen.fid--3213a59_187bdca2256_19ed,5334002,3592,Pannhauser Winkel
strassennamen.fid--3213a59_187bdca2256_19ee,5334002,3593,Camp Pirotte
strassennamen.fid--3213a59_187bdca2256_19ef,5334002,3594,Im Erdbeerfeld
strassennamen.fid--3213a59_187bdca2256_19f0,5334002,3595,Marita-Loersch-Weg
strassennamen.fid--3213a59_187bdca2256_19f1,5334002,3596,Henger Herrjotts Fott
strassennamen.fid--3213a59_187bdca2256_19f2,5334002,3597,Am Alten Kloster
strassennamen.fid--3213a59_187bdca2256_19f3,5334002,3598,Rollefhof
strassennamen.fid--3213a59_187bdca2256_19f4,5334002,3599,An der Unterbahn
strassennamen.fid--3213a59_187bdca2256_19f5,5334002,3600,Gut Lehmkülchen
strassennamen.fid--3213a59_187bdca2256_19f6,5334002,3601,Auguste-von-Sartorius-Weg
strassennamen.fid--3213a59_187bdca2256_19f7,5334002,3602,In Jenem End
strassennamen.fid--3213a59_187bdca2256_19f8,5334002,3603,Landoltweg
strassennamen.fid--3213a59_187bdca2256_19f9,5334002,3604,An der Kirschkaul
strassennamen.fid--3213a59_187bdca2256_19fa,5334002,3605,Franz-Delheid-Straße
strassennamen.fid--3213a59_187bdca2256_19fb,5334002,3606,Hubert-Spickernagel-Straße
strassennamen.fid--3213a59_187bdca2256_19fc,5334002,3607,Leinergasse
strassennamen.fid--3213a59_187bdca2256_19fd,5334002,3608,Maargasse
strassennamen.fid--3213a59_187bdca2256_19fe,5334002,3609,Maarwinkel
strassennamen.fid--3213a59_187bdca2256_19ff,5334002,3610,Reutersgasse
strassennamen.fid--3213a59_187bdca2256_1a00,5334002,3611,Steinrötsch
strassennamen.fid--3213a59_187bdca2256_1a01,5334002,3612,Im Gödersfeld
strassennamen.fid--3213a59_187bdca2256_1a02,5334002,3613,Pfarrer-Henn-Weg
strassennamen.fid--3213a59_187bdca2256_1a03,5334002,3614,Brander-Feld-Weg
strassennamen.fid--3213a59_187bdca2256_1a04,5334002,3615,Mathias-Wilms-Platz
strassennamen.fid--3213a59_187bdca2256_1a05,5334002,3616,Im Klostergarten
strassennamen.fid--3213a59_187bdca2256_1a06,5334002,3617,Arlingtonstraße
strassennamen.fid--3213a59_187bdca2256_1a07,5334002,3618,Kostromastraße
strassennamen.fid--3213a59_187bdca2256_1a08,5334002,3619,Ningbostraße
strassennamen.fid--3213a59_187bdca2256_1a09,5334002,3620,Naumburger Straße
strassennamen.fid--3213a59_187bdca2256_1a0a,5334002,3621,Niersteiner Weg
strassennamen.fid--3213a59_187bdca2256_1a0b,5334002,3622,Strüverwinkel
strassennamen.fid--3213a59_187bdca2256_1a0c,5334002,3623,Professor-Wieler-Straße
strassennamen.fid--3213a59_187bdca2256_1a0d,5334002,3624,Friedensweg
strassennamen.fid--3213a59_187bdca2256_1a0e,5334002,3626,August-Macke-Straße
strassennamen.fid--3213a59_187bdca2256_1a0f,5334002,3627,Paul-Klee-Straße
strassennamen.fid--3213a59_187bdca2256_1a10,5334002,3628,Max-Pechstein-Straße
strassennamen.fid--3213a59_187bdca2256_1a11,5334002,3629,Franz-Marc-Straße
strassennamen.fid--3213a59_187bdca2256_1a12,5334002,3630,Christian-Quix-Straße
strassennamen.fid--3213a59_187bdca2256_1a13,5334002,3631,Wingertsberggasse
strassennamen.fid--3213a59_187bdca2256_1a14,5334002,3632,AachenMünchener-Platz
strassennamen.fid--3213a59_187bdca2256_1a15,5334002,3633,Am Alten Kalkwerk
strassennamen.fid--3213a59_187bdca2256_1a16,5334002,3634,Alter Schlachthof
strassennamen.fid--3213a59_187bdca2256_1a17,5334002,3635,Dohlenweg
strassennamen.fid--3213a59_187bdca2256_1a18,5334002,3636,Heidbendenstraße
strassennamen.fid--3213a59_187bdca2256_1a19,5334002,3637,An den Rollefwiesen
strassennamen.fid--3213a59_187bdca2256_1a1a,5334002,3638,Anne-Frank-Straße
strassennamen.fid--3213a59_187bdca2256_1a1b,5334002,3639,Am Gutshof
strassennamen.fid--3213a59_187bdca2256_1a1c,5334002,3640,Raphaelshöfe
strassennamen.fid--3213a59_187bdca2256_1a1d,5334002,3641,Im Vennbahnbogen
strassennamen.fid--3213a59_187bdca2256_1a1e,5334002,3642,Am Sportpark Soers
strassennamen.fid--3213a59_187bdca2256_1a1f,5334002,3643,Sutroweg
strassennamen.fid--3213a59_187bdca2256_1a20,5334002,3644,Papiermühlenweg
strassennamen.fid--3213a59_187bdca2256_1a21,5334002,3645,Gewerbepark Brand
strassennamen.fid--3213a59_187bdca2256_1a22,5334002,3646,August-Körver-Weg
strassennamen.fid--3213a59_187bdca2256_1a23,5334002,3647,Schroufer Damm
strassennamen.fid--3213a59_187bdca2256_1a24,5334002,3648,Campus-Boulevard
strassennamen.fid--3213a59_187bdca2256_1a25,5334002,3649,Wilfried-König-Straße
strassennamen.fid--3213a59_187bdca2256_1a26,5334002,3650,Doris-Schachner-Straße
strassennamen.fid--3213a59_187bdca2256_1a27,5334002,3651,Alois-Riedler-Straße
strassennamen.fid--3213a59_187bdca2256_1a28,5334002,3652,Maria-Lipp-Straße
strassennamen.fid--3213a59_187bdca2256_1a29,5334002,3653,Am Kraftversorgungsturm
strassennamen.fid--3213a59_187bdca2256_1a2a,5334002,3654,Schloss-Rahe-Winkel
strassennamen.fid--3213a59_187bdca2256_1a2b,5334002,3655,Alter Tivoli
strassennamen.fid--3213a59_187bdca2256_1a2c,5334002,3656,An der Haupttribüne
strassennamen.fid--3213a59_187bdca2256_1a2d,5334002,3657,Würselener Wall
strassennamen.fid--3213a59_187bdca2256_1a2e,5334002,3658,Stadionweg
strassennamen.fid--3213a59_187bdca2256_1a2f,5334002,3659,Alemannenstraße
strassennamen.fid--3213a59_187bdca2256_1a30,5334002,3660,In den Kronprinzengärten
strassennamen.fid--3213a59_187bdca2256_1a31,5334002,3661,Hugo-Baurmann-Weg
strassennamen.fid--3213a59_187bdca2256_1a32,5334002,3662,Gut Grenzhof
strassennamen.fid--3213a59_187bdca2256_1a33,5334002,3663,Abteiblick
strassennamen.fid--3213a59_187bdca2256_1a34,5334002,3664,An der alten Waggonfabrik
strassennamen.fid--3213a59_187bdca2256_1a35,5334002,3665,An der alten Ziegelei
strassennamen.fid--3213a59_187bdca2256_1a36,5334002,3666,Holunderweg
strassennamen.fid--3213a59_187bdca2256_1a37,5334002,3667,Sanddornweg
strassennamen.fid--3213a59_187bdca2256_1a38,5334002,3668,Schlehenweg
strassennamen.fid--3213a59_187bdca2256_1a39,5334002,3669,Prinzenhof
strassennamen.fid--3213a59_187bdca2256_1a3a,5334002,3670,Wildenhofweg
strassennamen.fid--3213a59_187bdca2256_1a3b,5334002,3671,An der Schmit
strassennamen.fid--3213a59_187bdca2256_1a3c,5334002,3672,Am Sandhäuschen
strassennamen.fid--3213a59_187bdca2256_1a3d,5334002,3673,An der Birk
strassennamen.fid--3213a59_187bdca2256_1a3e,5334002,3674,Im Roth
strassennamen.fid--3213a59_187bdca2256_1a3f,5334002,3675,Moscheeplatz
strassennamen.fid--3213a59_187bdca2256_1a40,5334002,3676,Am Guten Hirten
strassennamen.fid--3213a59_187bdca2256_1a41,5334002,3677,Süsterfeldwinkel
strassennamen.fid--3213a59_187bdca2256_1a42,5334002,3678,Gabriele-Münter-Straße
strassennamen.fid--3213a59_187bdca2256_1a43,5334002,3679,Hanns-Bolz-Straße
strassennamen.fid--3213a59_187bdca2256_1a44,5334002,3680,Wassily-Kandinsky-Straße
strassennamen.fid--3213a59_187bdca2256_1a45,5334002,3681,Max-Ernst-Straße
strassennamen.fid--3213a59_187bdca2256_1a46,5334002,3682,An der alten Tuchfabrik
strassennamen.fid--3213a59_187bdca2256_1a47,5334002,3683,Webergasse
strassennamen.fid--3213a59_187bdca2256_1a48,5334002,3684,Gravensteinerstraße
strassennamen.fid--3213a59_187bdca2256_1a49,5334002,3685,Mirabellenweg
strassennamen.fid--3213a59_187bdca2256_1a4a,5334002,3686,Münsterbirnenweg
strassennamen.fid--3213a59_187bdca2256_1a4b,5334002,3687,Quittenweg
strassennamen.fid--3213a59_187bdca2256_1a4c,5334002,3688,Renettenweg
strassennamen.fid--3213a59_187bdca2256_1a4d,5334002,3689,Winkelgasse
strassennamen.fid--3213a59_187bdca2256_1a4e,5334002,3690,Gert-Engels-Platz
strassennamen.fid--3213a59_187bdca2256_1a4f,5334002,3691,Platz der Kinderrechte
strassennamen.fid--3213a59_187bdca2256_1a50,5334002,3692,Klenkeshof
